T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
899,1201683,Nepal Vs Zimbabwe 4Th Match,1201676,"Singapore Twenty20 Tri Nepal, Singapore, Zimbabwe - 2019 (2019/20)",2019-10-01,T20,9,Zimbabwe,47206,160.0,6.0,15.0,32,Nepal,47455,120.0,9.0,8.0,Indian Association Ground,Singapore,Singapore,Akbar Ali,T Senthil Kumar,V Narayan Kutty,Nepal,bowl,Zimbabwe,Zimbabwe won by 40 runs,47206.0,"['60827', '51554', '55144', '47206', '55145', '64447', '49268', '101292', '79661', '104842', '60782']","['47455', '95870', '79281', '74677', '61652', '102117', '74675', '79527', '89165', '71018', '94919']","['104842', '79661']"
900,1202009,Malaysia Vs Vanuatu 3Rd T20I,1202006,Vanuatu tour of Malaysia  - 2019 (2019/20),2019-10-02,T20,16,Malaysia,71052,134.0,8.0,9.0,216,Vanuatu,50980,108.0,10.0,12.0,Kinrara Academy Oval,Kuala Lumpur,Malaysia,M Mathan Kumar,Zaidan Taha,Tan Kim Hing,Malaysia,bat,Malaysia,Malaysia won by 26 runs,60501.0,"['71052', '81607', '84057', '74681', '71041', '102695', '66971', '81769', '93575', '67795', '71042']","['65896', '50980', '57074', '60501', '71559', '65897', '92359', '96710', '52596', '60496', '65901']","['65901', '65901']"
901,1202010,Malaysia Vs Vanuatu 4Th T20I,1202006,Vanuatu tour of Malaysia  - 2019 (2019/20),2019-10-03,T20,16,Malaysia,71052,144.0,7.0,14.0,216,Vanuatu,50980,145.0,4.0,6.0,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Rudy Ismandy,V Kalidas,B Ramani,Malaysia,bat,Vanuatu,Vanuatu won by 6 wickets (with 5 balls remaining),65896.0,"['81607', '53817', '84057', '71052', '71041', '102695', '66971', '67795', '93575', '71042', '81769']","['65896', '50980', '57074', '60501', '71559', '65897', '92359', '96710', '65901', '60496', '52596']",[]
902,1201685,Singapore Vs Zimbabwe 6Th Match,1201676,"Singapore Twenty20 Tri Nepal, Singapore, Zimbabwe - 2019 (2019/20)",2019-10-03,T20,23,Singapore,67431,167.0,7.0,12.0,9,Zimbabwe,47206,168.0,2.0,15.0,Indian Association Ground,Singapore,Singapore,A Natarajan,Hardeep Jadeja,V Narayan Kutty,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 8 wickets (with 8 balls remaining),55144.0,"['77697', '97391', '83439', '77449', '103384', '89983', '62223', '94213', '76733', '67431', '105986']","['55144', '51554', '101292', '47206', '49268', '104842', '60782', '67884', '79661', '55145', '64447']",[]
912,1200208,Argentina Vs Chile 7Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-05,T20,21,Argentina,52887,102.0,7.0,10.0,44,Chile,106564,74.0,6.0,11.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,KK Patel,OM Andrade,,Chile,bowl,Argentina,Argentina won by 28 runs,,"['9744', '64733', '60131', '9750', '60132', '106528', '106527', '52887', '106525', '60133', '106526']","['106563', '106599', '106566', '106565', '106567', '106564', '106568', '106569', '106573', '106575', '106571']",[]
903,1200202,Argentina Vs Mexico 1St Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-03,T20,165,Mexico,62642,46.0,8.0,1.0,21,Argentina,52887,47.0,1.0,6.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,OM Andrade,S Harnal,,Argentina,bowl,Argentina,Argentina won by 9 wickets (with 33 balls remaining),,"['62637', '105144', '105147', '62642', '75953', '105145', '105156', '105152', '105146', '106580', '105155']","['52887', '106527', '60131', '64733', '9744', '106530', '106528', '60132', '106525', '60133', '106526']","['60133', '60133', '9744', '9744', '75953', '75953', '106530', '106530', '52887', '52887', '106526', '106526', '60131', '60131', '105147', '105147', '106580', '106580', '60132', '60132', '106528', '106528', '64733', '64733', '106525', '106525', '106527', '106527']"
904,1200203,Brazil Vs Chile 2Nd Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-03,T20,117,Brazil,83497,96.0,5.0,20.0,44,Chile,106564,61.0,8.0,9.0,El Cortijo Polo Club Pitch B Ground,Lima,Peru,Rakesh Jain,S Harnal,,Chile,bowl,Brazil,Brazil won by 35 runs,,"['83591', '83497', '106523', '106520', '83551', '106524', '83515', '106521', '106522', '83527', '83523']","['106563', '106566', '106599', '106570', '106565', '106568', '106567', '106564', '106569', '106573', '106571']","['106571', '106571', '106568', '106568', '106565', '106565', '106570', '106570', '83551', '83551', '83497', '83497', '106566', '106566', '106599', '106599', '106569', '106569', '106520', '106520', '83515', '83515', '106564', '106564', '106522', '106522', '106521', '106521', '83523', '83523', '106563', '106563', '106567', '106567', '83591', '83591', '83527', '83527', '106573', '106573', '106524', '106524', '106523', '106523']"
905,1200204,Peru Vs Brazil 3Rd Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-03,T20,178,Peru,106507,75.0,5.0,12.0,117,Brazil,83497,73.0,9.0,6.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,OM Andrade,Rakesh Jain,,Peru,bat,Peru,Peru won by 2 runs,,"['106505', '106514', '106510', '106516', '106513', '106508', '106515', '106512', '106517', '106506', '106507']","['83591', '106519', '106523', '83497', '83523', '106520', '83527', '83515', '106524', '106521', '83587']","['106506', '106506', '106516', '106516', '106510', '106510', '106508', '106508', '106519', '106519', '83587', '83587', '106507', '106507', '106513', '106513', '106517', '106517', '106515', '106515', '106514', '106514', '106505', '106505', '106512', '106512']"
906,1202011,Malaysia Vs Vanuatu 5Th T20I,1202006,Vanuatu tour of Malaysia  - 2019 (2019/20),2019-10-04,T20,16,Malaysia,71052,206.0,5.0,16.0,216,Vanuatu,50980,184.0,9.0,5.0,Kinrara Academy Oval,Kuala Lumpur,Malaysia,N Sivan,Rudy Ismandy,R Menon,Malaysia,bat,Malaysia,Malaysia won by 22 runs,81607.0,"['81607', '74681', '102695', '71052', '53817', '71041', '92743', '67795', '93575', '71042', '59750']","['65896', '50980', '57074', '60501', '71559', '52573', '92359', '65897', '96712', '60496', '100861']","['92743', '92743', '52573', '52573']"
907,1200205,Chile Vs Mexico 4Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-04,T20,165,Mexico,62642,99.0,8.0,15.0,44,Chile,106564,104.0,6.0,11.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,KK Patel,S Harnal,,Chile,bowl,Chile,Chile won by 4 wickets (with 3 balls remaining),,"['105156', '105146', '75953', '62642', '105152', '105147', '105155', '62637', '105145', '105144', '106580']","['106563', '106599', '106566', '106567', '106564', '106565', '106568', '106569', '106575', '106573', '106571']","['106575', '106575']"
908,1200206,Peru Vs Argentina 5Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-04,T20,178,Peru,106507,85.0,10.0,13.0,21,Argentina,52887,86.0,3.0,9.0,El Cortijo Polo Club Pitch B Ground,Lima,Peru,A Shah,S Harnal,,Argentina,bowl,Argentina,Argentina won by 7 wickets (with 24 balls remaining),,"['106505', '106514', '106510', '106513', '106515', '106516', '106508', '106517', '106507', '106518', '106512']","['60132', '52887', '60131', '9750', '64733', '9744', '106528', '106527', '106530', '106525', '60133']","['106518', '106518', '9750', '9750']"
909,1200207,Argentina Vs Brazil 6Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-04,T20,21,Argentina,52887,105.0,9.0,18.0,117,Brazil,83497,76.0,9.0,8.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,A Shah,KK Patel,,Brazil,bowl,Argentina,Argentina won by 29 runs,,"['60132', '52887', '60131', '9744', '64733', '106530', '9750', '106528', '106527', '106525', '60133']","['83591', '106524', '106523', '83497', '106519', '83551', '106520', '83527', '83587', '106522', '106521']",[]
910,1197520,Oman Vs Hong Kong 1St Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-05,T20,19,Hong Kong,59684,96.0,9.0,7.0,37,Oman,68465,97.0,3.0,6.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rahul Asher,Rashid Riaz,WC Labrooy,Hong Kong,bat,Oman,Oman won by 7 wickets (with 37 balls remaining),,"['56882', '56923', '59684', '84755', '56926', '62506', '101844', '95269', '45646', '95204', '94956']","['68463', '53016', '87469', '68465', '103386', '96345', '87127', '61627', '104599', '45702', '62411']","['101844', '101844', '56882', '56882', '95269', '95269', '95204', '95204', '94956', '94956', '62506', '62506', '103386', '103386']"
911,1197521,Ireland Vs Netherlands 2Nd Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-05,T20,15,Netherlands,48503,167.0,7.0,3.0,29,Ireland,47401,169.0,4.0,5.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rashid Riaz,Vinod Babu,WC Labrooy,Ireland,bowl,Ireland,Ireland won by 6 wickets (with 10 balls remaining),,"['60461', '71363', '63105', '58464', '47391', '101548', '48503', '63174', '73615', '69468', '56854']","['52631', '47397', '52628', '97447', '89741', '66012', '57785', '52646', '47056', '56811', '47401']",['58464']
913,1200209,Peru Vs Mexico 8Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-05,T20,165,Mexico,62642,132.0,8.0,10.0,178,Peru,106507,93.0,9.0,6.0,El Cortijo Polo Club Pitch B Ground,Lima,Peru,D Kumar,Rakesh Jain,,Peru,bowl,Mexico,Mexico won by 39 runs,,"['75953', '105155', '105156', '62642', '105146', '105152', '105147', '105145', '62637', '106579', '105144']","['106513', '106514', '106510', '106506', '106505', '106515', '106516', '106511', '106518', '106507', '106512']","['106579', '106579', '106511', '106511']"
914,1198489,Pakistan Vs Sri Lanka 1St T20I,1198485,Sri Lanka in Pakistan  - 2019 (2019/20),2019-10-05,T20,8,Sri Lanka,61690,165.0,5.0,12.0,7,Pakistan,48983,101.0,10.0,7.0,Gaddafi Stadium,Lahore,Pakistan,Ahsan Raza,Aleem Dar,DC Boon,Pakistan,bowl,Sri Lanka,Sri Lanka won by 64 runs,56646.0,"['56646', '78231', '56511', '61690', '60602', '54460', '78239', '70889', '61115', '54131', '64698']","['56880', '49899', '53546', '48983', '63619', '64412', '48982', '72679', '84937', '51498', '103402']","['56511', '70889']"
915,1200210,Peru Vs Chile 9Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-05,T20,178,Peru,106507,153.0,5.0,22.0,44,Chile,106564,93.0,10.0,18.0,El Cortijo Polo Club Pitch A Ground,Lima,Peru,D Kumar,OM Andrade,,Peru,bat,Peru,Peru won by 60 runs,,"['106516', '106514', '106515', '106510', '106505', '106513', '106511', '106506', '106517', '106512', '106507']","['106563', '106599', '106565', '106564', '106574', '106572', '106573', '106571', '106569', '106575', '106570']","['106572', '106572', '106574', '106574']"
916,1200211,Brazil Vs Mexico 10Th Match,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-05,T20,165,Mexico,62642,96.0,5.0,10.0,117,Brazil,83497,76.0,10.0,7.0,El Cortijo Polo Club Pitch B Ground,Lima,Peru,D Kumar,Rakesh Jain,,Mexico,bat,Mexico,Mexico won by 20 runs,,"['75953', '105155', '105156', '62642', '105146', '105152', '105147', '105144', '105145', '62637', '106579']","['83497', '106523', '106519', '106520', '83591', '83527', '83523', '83551', '106521', '83587', '106522']",[]
917,1197522,Oman Vs Ireland 3Rd Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-06,T20,37,Oman,68465,173.0,9.0,17.0,29,Ireland,47401,130.0,10.0,3.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Harikrishna Pillai,Rashid Riaz,WC Labrooy,Ireland,bowl,Oman,Oman won by 43 runs,,"['68463', '53016', '87469', '68465', '62411', '96345', '104599', '103386', '45702', '61627', '87127']","['52631', '47397', '52628', '97447', '89741', '47401', '52646', '60195', '66012', '56811', '57785']",[]
918,1197523,Hong Kong Vs Nepal 4Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-06,T20,19,Hong Kong,59684,125.0,6.0,8.0,32,Nepal,47455,126.0,6.0,12.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rahul Asher,Rashid Riaz,WC Labrooy,Nepal,bowl,Nepal,Nepal won by 4 wickets (with 6 balls remaining),,"['56882', '56923', '59684', '84755', '56926', '101844', '45646', '84805', '95204', '94956', '70979']","['47455', '95870', '74677', '79281', '95873', '61652', '74675', '79527', '89165', '94919', '84063']","['70979', '70979', '84805', '84805']"
919,1200212,Argentina Vs Mexico Final,1200186,"SA Men's Championships Argentina, Brazil, Chile, Mexico, Peru in Peru - 2019 (2019/20)",2019-10-06,T20,165,Mexico,62642,105.0,9.0,11.0,21,Argentina,52887,111.0,6.0,11.0,Lima Cricket and Football Club,Lima,Peru,D Kumar,OM Andrade,,Mexico,bat,Argentina,Argentina won by 4 wickets (with 8 balls remaining),,"['75953', '105155', '105146', '62642', '105152', '105147', '105156', '105145', '62637', '106579', '105144']","['52887', '64733', '60131', '9750', '60132', '9744', '106528', '106527', '106526', '60133', '106525']",[]
920,1197524,Nepal Vs Netherlands 5Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-07,T20,15,Netherlands,48503,133.0,10.0,5.0,32,Nepal,47455,134.0,6.0,17.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rashid Riaz,Vinod Babu,WC Labrooy,Nepal,bowl,Nepal,Nepal won by 4 wickets (with 1 ball remaining),,"['60461', '71363', '63174', '58464', '48503', '47391', '101548', '73615', '97878', '56854', '69468']","['47455', '95870', '74677', '79281', '61652', '95873', '79527', '74675', '84063', '94919', '89165']",[]
921,1197525,Hong Kong Vs Ireland 6Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-07,T20,29,Ireland,47401,208.0,5.0,5.0,19,Hong Kong,59684,142.0,9.0,11.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Harikrishna Pillai,Rashid Riaz,WC Labrooy,Ireland,bat,Ireland,Ireland won by 66 runs,,"['52631', '47397', '52628', '97447', '66012', '89741', '47401', '91741', '47056', '60195', '85965']","['56882', '56923', '59684', '62506', '56926', '95269', '84805', '45646', '94956', '70979', '95204']",[]
922,1198490,Pakistan Vs Sri Lanka 2Nd T20I,1198485,Sri Lanka in Pakistan  - 2019 (2019/20),2019-10-07,T20,8,Sri Lanka,61690,182.0,6.0,11.0,7,Pakistan,48983,147.0,10.0,10.0,Gaddafi Stadium,Lahore,Pakistan,Aleem Dar,Asif Yaqoob,DC Boon,Sri Lanka,bat,Sri Lanka,Sri Lanka won by 35 runs,56511.0,"['56646', '78231', '56511', '60602', '61690', '70889', '54460', '78239', '61115', '54131', '64698']","['56880', '65101', '49899', '48983', '53546', '64412', '48982', '24723', '84937', '51498', '103402']",[]
923,1197526,Ireland Vs Nepal 7Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-09,T20,29,Ireland,47401,145.0,8.0,5.0,32,Nepal,47455,132.0,10.0,10.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rahul Asher,Vinod Babu,WC Labrooy,Ireland,bat,Ireland,Ireland won by 13 runs,,"['52631', '47397', '52628', '89741', '47401', '66012', '97447', '91741', '60195', '56811', '47056']","['89167', '47455', '74677', '79281', '61652', '103764', '74675', '79527', '89165', '84063', '94919']",[]
924,1197527,Oman Vs Netherlands 8Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-09,T20,15,Netherlands,48503,94.0,10.0,2.0,37,Oman,68465,95.0,3.0,6.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Harikrishna Pillai,Rahul Asher,WC Labrooy,Netherlands,bat,Oman,Oman won by 7 wickets (with 29 balls remaining),,"['60461', '71363', '63174', '58464', '48503', '47391', '101548', '73615', '97878', '56854', '69468']","['68463', '87469', '62411', '103386', '45702', '96345', '96346', '83379', '87127', '61627', '68465']",[]
925,1198491,Pakistan Vs Sri Lanka 3Rd T20I,1198485,Sri Lanka in Pakistan  - 2019 (2019/20),2019-10-09,T20,8,Sri Lanka,61690,147.0,7.0,14.0,7,Pakistan,48983,134.0,6.0,5.0,Gaddafi Stadium,Lahore,Pakistan,Aleem Dar,Shozab Raza,DC Boon,Sri Lanka,bat,Sri Lanka,Sri Lanka won by 13 runs,78239.0,"['56646', '70890', '56511', '52372', '57982', '61690', '60945', '78239', '61115', '78235', '64698']","['65101', '56880', '53639', '48983', '48982', '64412', '63619', '24723', '84937', '51498', '74145']",['57982']
926,1202014,Qatar Vs Jersey 1St T20I,1202013,Jersey tour of Qatar  - 2019 (2019/20),2019-10-09,T20,187,Qatar,52955,179.0,4.0,12.0,4083,Jersey,63159,159.0,6.0,8.0,West End Park International Cricket Stadium,Doha,Qatar,Prassanna Haran,Shivani Mishra,,Jersey,bowl,Qatar,Qatar won by 20 runs,,"['53759', '19291', '106396', '97108', '64321', '53761', '94893', '94891', '94895', '52955', '102164']","['45547', '60326', '58081', '66026', '105125', '99277', '63159', '58080', '102088', '71963', '66030']","['94891', '94891', '105125', '105125', '106396', '106396']"
927,1197528,Hong Kong Vs Netherlands 9Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-10,T20,15,Netherlands,48503,185.0,4.0,4.0,19,Hong Kong,59684,148.0,7.0,12.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Harikrishna Pillai,Vinod Babu,WC Labrooy,Hong Kong,bowl,Netherlands,Netherlands won by 37 runs,,"['60461', '71363', '47391', '58464', '48503', '101548', '63174', '73615', '97878', '55246', '69468']","['56923', '84805', '59684', '56926', '95269', '62506', '84755', '101844', '45646', '70979', '95204']",[]
928,1197529,Oman Vs Nepal 10Th Match,1197515,"Oman T20I Series Hong Kong, Ireland, Nepal, Netherlands, Oman - 2019 (2019/20)",2019-10-10,T20,32,Nepal,47455,64.0,10.0,2.0,37,Oman,68465,65.0,4.0,2.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Rahul Asher,Vinod Babu,WC Labrooy,Oman,bowl,Oman,Oman won by 6 wickets (with 49 balls remaining),,"['89167', '47455', '74677', '79281', '61652', '103764', '74675', '79527', '89165', '71018', '94919']","['68463', '87469', '62411', '103386', '96346', '104599', '45702', '83379', '87127', '61627', '68465']",[]
929,1202015,Qatar Vs Jersey 2Nd T20I,1202013,Jersey tour of Qatar  - 2019 (2019/20),2019-10-10,T20,4083,Jersey,60200,141.0,7.0,7.0,187,Qatar,52955,142.0,4.0,8.0,West End Park International Cricket Stadium,Doha,Qatar,Abdul Jabbar,Mohammad Nasim,,Jersey,bat,Qatar,Qatar won by 6 wickets (with 7 balls remaining),,"['45547', '95161', '58081', '66026', '105125', '63159', '58080', '99285', '71963', '63160', '60200']","['106396', '53759', '19291', '97108', '53761', '94889', '64321', '102164', '94893', '94891', '94895']",[]
930,1202016,Qatar Vs Jersey 3Rd T20I,1202013,Jersey tour of Qatar  - 2019 (2019/20),2019-10-11,T20,4083,Jersey,63159,101.0,9.0,11.0,187,Qatar,52955,102.0,2.0,5.0,West End Park International Cricket Stadium,Doha,Qatar,Muhammad Usman,Riyaz Kurupkar,,Jersey,bat,Qatar,Qatar won by 8 wickets (with 41 balls remaining),,"['60326', '95161', '58081', '66026', '63159', '99277', '71963', '99285', '58080', '66030', '102088']","['19291', '53759', '97108', '53761', '102164', '64321', '94895', '94893', '94891', '52955', '94889']",[]
