T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
858,1197401,Canada Vs United States Of America 6Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-21,T20,11,U.S.A.,59607,144.0,6.0,10.0,17,Canada,80083,145.0,6.0,2.0,White Hill Field,Hamilton,Bermuda,E Carrington,N Duguid,RD King,U.S.A.,bat,Canada,Canada won by 4 wickets (with 5 balls remaining),80083.0,"['47107', '103569', '56870', '88991', '61314', '61941', '58356', '54338', '59607', '9898', '102004']","['103572', '57551', '80083', '56868', '57366', '103571', '60163', '95122', '64426', '53798', '56872']","['102004', '102004']"
859,1197509,Namibia Vs Botswana 3Rd T20I,1197506,Botswana tour of Namibia  - 2019 (2019),2019-08-22,T20,28,Namibia,65478,174.0,8.0,9.0,116,Botswana,53245,96.0,10.0,7.0,United Cricket Club Ground,Windhoek,Namibia,C Thorburn,M Louw,,Namibia,bat,Namibia,Namibia won by 78 runs,61771.0,"['61771', '69544', '65478', '66916', '63683', '53164', '70085', '53463', '54563', '65868', '95279']","['96954', '53245', '70855', '55147', '98611', '96956', '96955', '98615', '71147', '71152', '103189']",[]
860,1197402,Canada Vs Cayman Islands 7Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-22,T20,39,Cayman Is,58441,91.0,7.0,11.0,17,Canada,80083,95.0,2.0,5.0,White Hill Field,Hamilton,Bermuda,E Carrington,N Duguid,RD King,Canada,bowl,Canada,Canada won by 8 wickets (with 47 balls remaining),80083.0,"['53402', '58440', '52897', '35758', '55168', '105800', '106214', '48722', '49655', '58441', '60109']","['103572', '57551', '80083', '56868', '56872', '60163', '103571', '95122', '64426', '53798', '57366']","['60109', '60109']"
861,1197403,Bermuda Vs United States Of America 8Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-22,T20,11,U.S.A.,59607,141.0,9.0,21.0,12,Bermuda,52905,142.0,6.0,4.0,White Hill Field,Hamilton,Bermuda,H Grewal,JM Williams,RD King,Bermuda,bowl,Bermuda,Bermuda won by 4 wickets (with 7 balls remaining),55318.0,"['47107', '103569', '56870', '49005', '88991', '61941', '58356', '54338', '9898', '59607', '102004']","['57723', '52905', '49870', '70914', '57721', '55318', '72553', '71655', '49493', '56873', '50292']","['56873', '56873', '49005']"
862,1197510,Namibia Vs Botswana 4Th T20I,1197506,Botswana tour of Namibia  - 2019 (2019),2019-08-23,T20,116,Botswana,53245,85.0,8.0,2.0,28,Namibia,65478,86.0,2.0,3.0,United Cricket Club Ground,Windhoek,Namibia,JJ Luck,M Louw,,Botswana,bat,Namibia,Namibia won by 8 wickets (with 53 balls remaining),65478.0,"['96954', '53245', '70855', '55147', '98611', '96956', '96955', '98615', '71147', '71152', '103189']","['69544', '66916', '65478', '80829', '63683', '53164', '70085', '54563', '62009', '53463', '95279']",['80829']
863,1197404,Cayman Islands Vs United States Of America 9Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-24,T20,39,Cayman Is,58441,66.0,9.0,6.0,11,U.S.A.,59607,70.0,1.0,3.0,White Hill Field,Hamilton,Bermuda,E Carrington,H Grewal,RD King,Cayman Is,bat,U.S.A.,U.S.A. won by 9 wickets (with 62 balls remaining),56870.0,"['52897', '106214', '58443', '35758', '55168', '53402', '48722', '49655', '58440', '60109', '58441']","['47107', '103569', '56870', '49005', '88991', '61941', '58356', '49174', '9898', '59607', '102004']",[]
864,1197405,Bermuda Vs Canada 10Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-24,T20,12,Bermuda,52905,116.0,10.0,8.0,17,Canada,80083,120.0,2.0,2.0,White Hill Field,Hamilton,Bermuda,JM Williams,N Duguid,RD King,Bermuda,bat,Canada,Canada won by 8 wickets (with 41 balls remaining),57551.0,"['57723', '52905', '49870', '70914', '57721', '55318', '72553', '71655', '102189', '50292', '56873']","['103572', '57551', '80083', '103571', '56872', '60163', '56868', '95122', '71717', '53798', '57366']","['102189', '102189']"
865,1197406,Canada Vs United States Of America 11Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-25,T20,17,Canada,80083,173.0,8.0,3.0,11,U.S.A.,59607,158.0,8.0,11.0,White Hill Field,Hamilton,Bermuda,E Carrington,JM Williams,RD King,U.S.A.,bowl,Canada,Canada won by 15 runs,103571.0,"['71717', '57551', '80083', '56868', '103571', '60163', '84169', '57366', '97336', '64426', '53798']","['61314', '103569', '56870', '49005', '88991', '61941', '49174', '77577', '59607', '9898', '102004']","['84169', '84169', '97336', '97336']"
866,1197407,Bermuda Vs Cayman Islands 12Th Match,1197391,"ICC MT20WC AM-FINAL Bermuda, Canada, Cayman Islands, United States of America in Bermuda - 2019 (2019)",2019-08-25,T20,39,Cayman Is,58441,114.0,10.0,2.0,12,Bermuda,52905,115.0,4.0,2.0,White Hill Field,Hamilton,Bermuda,H Grewal,N Duguid,RD King,Cayman Is,bat,Bermuda,Bermuda won by 6 wickets (with 21 balls remaining),72553.0,"['52897', '106214', '58443', '35758', '49655', '105800', '48722', '55168', '60109', '58440', '58441']","['71655', '52905', '55318', '57721', '72553', '63435', '58416', '72555', '102189', '50292', '56873']",['63435']
1166,1267305,Bulgaria Vs Serbia 1St Match,1267300,"Sofia Twenty20 Bulgaria, Greece, Romania, Serbia in Bulgaria - 2021 (2021)",2021-06-24,T20,114,Bulgaria,65214,208.0,2.0,8.0,5615,Serbia,106659,147.0,5.0,23.0,National Sports Academy,Sofia,Bulgaria,Ioannis Afthinos,S Thakur,,Serbia,bowl,Bulgaria,Bulgaria won by 61 runs,108163.0,"['106669', '108160', '108163', '108162', '109539', '65214', '109541', '108161', '106672', '65212', '106674']","['109544', '106656', '109545', '109547', '106658', '109546', '109550', '106660', '106654', '109548', '106659']","['109539', '109539', '109545', '109545', '109541', '109541', '109550', '109550', '106654', '106654', '109546', '109546', '109544', '109544', '109548', '109548', '109547', '109547']"
867,1197842,Romania Vs Austria 1St Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-29,T20,188,Romania,106299,137.0,7.0,17.0,41,Austria,103379,106.0,10.0,9.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Austria,bowl,Romania,Romania won by 31 runs,,"['106293', '106301', '106303', '106294', '106295', '106299', '106302', '106300', '106298', '106296', '106291']","['58786', '97526', '97523', '103379', '106256', '106254', '106258', '71753', '106259', '97520', '106253']","['106259', '106259', '106254', '106254', '106253', '106253', '58786', '58786', '97520', '97520', '97526', '97526', '106291', '106291', '106293', '106293', '106258', '106258', '106301', '106301', '106294', '106294', '97523', '97523', '106295', '106295', '71753', '71753', '106256', '106256', '106296', '106296', '106298', '106298', '106299', '106299', '103379', '103379', '106300', '106300', '106302', '106302', '106303', '106303']"
868,1197843,Luxembourg Vs Turkey 2Nd Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-29,T20,209,Turkey,106275,28.0,10.0,7.0,161,Luxembourg,65648,29.0,2.0,9.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Turkey,bat,Luxembourg,Luxembourg won by 8 wickets (with 101 balls remaining),,"['106283', '106275', '106285', '106286', '106279', '106287', '106276', '106282', '106277', '106278', '106281']","['65620', '106269', '106268', '106274', '65648', '68356', '106270', '106267', '106271', '65574', '106272']","['106287', '106287', '106276', '106276', '106270', '106270', '106272', '106272', '106281', '106281', '106267', '106267', '106274', '106274', '106277', '106277', '106283', '106283', '65574', '65574', '106279', '106279', '106275', '106275', '68356', '68356', '106269', '106269', '106282', '106282', '106286', '106286', '106271', '106271', '65620', '65620', '65648', '65648', '106285', '106285', '106278', '106278', '106268', '106268']"
869,1197841,Romania Vs Turkey 3Rd Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-29,T20,188,Romania,106299,226.0,6.0,36.0,209,Turkey,106275,53.0,10.0,8.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,A Begg,T Kentorp,,Turkey,bowl,Romania,Romania won by 173 runs,,"['106297', '106291', '106292', '106290', '106303', '106305', '106298', '106296', '106304', '106302', '106299']","['106277', '106275', '106285', '106286', '106279', '106287', '106276', '106282', '106283', '106284', '106280']","['106290', '106290', '106292', '106292', '106284', '106284', '106280', '106280', '106305', '106305', '106304', '106304', '106297', '106297']"
870,1197844,Austria Vs Czech Republic 4Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-30,T20,126,Czech Rep.,103327,125.0,7.0,11.0,41,Austria,103379,126.0,2.0,18.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Austria,bowl,Austria,Austria won by 8 wickets (with 32 balls remaining),,"['103338', '106261', '103331', '103330', '103327', '106262', '103336', '106265', '106263', '103335', '103334']","['58786', '97526', '106254', '106256', '97523', '103379', '97520', '71753', '106259', '106253', '106257']","['106257', '106257', '103336', '103336', '103327', '103327', '103331', '103331', '106261', '106261', '106262', '106262', '103334', '103334', '106263', '106263', '103335', '103335', '106265', '106265', '103330', '103330', '103338', '103338']"
871,1197845,Romania Vs Luxembourg 5Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-30,T20,161,Luxembourg,65648,127.0,9.0,17.0,188,Romania,106299,129.0,3.0,5.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Luxembourg,bat,Romania,Romania won by 7 wickets (with 27 balls remaining),,"['65620', '68356', '106268', '65574', '65578', '106269', '65648', '106273', '106272', '106266', '106270']","['106293', '106301', '106303', '106300', '106299', '106295', '106296', '106290', '106302', '106291', '106298']","['65578', '65578', '106266', '106266', '106273', '106273']"
872,1197846,Czech Republic Vs Turkey 6Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-30,T20,126,Czech Rep.,103327,278.0,4.0,39.0,209,Turkey,106275,21.0,10.0,4.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,A Begg,M Jameson,,Czech Rep.,bat,Czech Rep.,Czech Rep. won by 257 runs,,"['106261', '103338', '103328', '103331', '103330', '103327', '103334', '103335', '106262', '103336', '106263']","['106283', '106282', '106275', '106287', '106285', '106286', '106279', '106276', '106277', '106284', '106278']","['103328', '103328']"
873,1198898,Austria Vs Luxembourg 7Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-31,T20,41,Austria,103379,239.0,3.0,12.0,161,Luxembourg,65648,104.0,8.0,8.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Austria,bat,Austria,Austria won by 135 runs,,"['58786', '97526', '97523', '103379', '106256', '106257', '103377', '106253', '106259', '97520', '106254']","['106274', '106273', '106268', '106267', '106266', '65620', '65578', '106272', '106271', '65574', '65648']","['103377', '103377']"
874,1198899,Romania Vs Czech Republic 8Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-31,T20,188,Romania,106299,115.0,9.0,11.0,126,Czech Rep.,103327,116.0,4.0,15.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Czech Rep.,bowl,Czech Rep.,Czech Rep. won by 6 wickets (with 17 balls remaining),,"['106293', '106301', '106303', '106300', '106299', '106294', '106298', '106296', '106292', '106291', '106305']","['106261', '103338', '103331', '103330', '103327', '106265', '103336', '106262', '103334', '103335', '106263']",[]
875,1198900,Austria Vs Turkey 9Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-08-31,T20,209,Turkey,106275,32.0,10.0,9.0,41,Austria,103379,33.0,0.0,1.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,A Begg,T Kentorp,,Turkey,bat,Austria,Austria won by 10 wickets (with 104 balls remaining),,"['106277', '106275', '106285', '106287', '106278', '106286', '106279', '106276', '106282', '106283', '106284']","['106255', '106258', '97526', '97520', '106259', '97523', '106253', '58786', '103377', '71753', '103379']","['106255', '106255']"
876,1198901,Czech Republic Vs Luxembourg 10Th Match,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-09-01,T20,161,Luxembourg,65648,145.0,5.0,19.0,126,Czech Rep.,103327,148.0,4.0,10.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Czech Rep.,bowl,Czech Rep.,Czech Rep. won by 6 wickets (with 25 balls remaining),,"['106274', '68356', '106268', '106272', '65620', '65648', '65574', '106273', '65578', '106267', '106270']","['106261', '103338', '106265', '103330', '103327', '103331', '103334', '106263', '103336', '106262', '103335']",[]
877,1198902,Austria Vs Czech Republic Final,1197819,"Continental Cup Austria, Czech Republic, Luxembourg, Romania, Turkey in Romania - 2019 (2019)",2019-09-01,T20,41,Austria,103379,193.0,4.0,7.0,126,Czech Rep.,103327,163.0,10.0,24.0,Moara Vlasiei Cricket Ground,Ilfov County,Romania,M Jameson,T Kentorp,,Czech Rep.,bowl,Austria,Austria won by 30 runs,,"['58786', '97526', '97523', '103379', '106254', '106256', '97520', '106259', '106253', '106257', '103377']","['106261', '103338', '106265', '103331', '103330', '103327', '106262', '106263', '103336', '103334', '103335']",[]
878,1192875,Sri Lanka Vs New Zealand 1St T20I,1192870,New Zealand in Sri Lanka  - 2019 (2019),2019-09-01,T20,8,Sri Lanka,45105,174.0,4.0,9.0,5,New Zealand,49108,175.0,5.0,18.0,Pallekele International Cricket Stadium,Kandy,Sri Lanka,RMPJ Rambukwella,RR Wimalasiri,AJ Pycroft,Sri Lanka,bat,New Zealand,New Zealand won by 5 wickets (with 3 balls remaining),44930.0,"['70888', '52373', '78231', '61131', '61690', '54460', '60602', '68065', '78239', '45105', '64698']","['48927', '49106', '70695', '47231', '44930', '58772', '64864', '59454', '66844', '49108', '67586']",['78239']
879,1192876,Sri Lanka Vs New Zealand 2Nd T20I,1192870,New Zealand in Sri Lanka  - 2019 (2019),2019-09-03,T20,8,Sri Lanka,45105,161.0,9.0,4.0,5,New Zealand,49108,165.0,6.0,6.0,Pallekele International Cricket Stadium,Kandy,Sri Lanka,LE Hannibal,RR Wimalasiri,AJ Pycroft,Sri Lanka,bat,New Zealand,New Zealand won by 4 wickets (with 2 balls remaining),49108.0,"['70888', '52373', '78231', '61131', '61690', '60602', '78239', '54460', '68065', '45105', '61115']","['49106', '70695', '66844', '47231', '74833', '58772', '64864', '49108', '48927', '59454', '67586']",[]
880,1192877,Sri Lanka Vs New Zealand 3Rd T20I,1192870,New Zealand in Sri Lanka  - 2019 (2019),2019-09-06,T20,8,Sri Lanka,45105,125.0,8.0,13.0,5,New Zealand,49108,88.0,10.0,7.0,Pallekele International Cricket Stadium,Kandy,Sri Lanka,LE Hannibal,RMPJ Rambukwella,AJ Pycroft,Sri Lanka,bat,Sri Lanka,Sri Lanka won by 37 runs,45105.0,"['56646', '52373', '78231', '61131', '60945', '61690', '78239', '54460', '68065', '45105', '61115']","['49106', '70695', '54831', '47231', '44930', '58772', '64864', '66844', '49108', '48641', '59454']",['60945']
881,1197140,Bangladesh Vs Zimbabwe 1St Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-13,T20,9,Zimbabwe,10423,144.0,5.0,6.0,25,Bangladesh,48277,148.0,7.0,7.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Masudur Rahman,Sharfuddoula,BC Broad,Bangladesh,bowl,Bangladesh,Bangladesh won by 3 wickets (with 2 balls remaining),87075.0,"['45253', '10423', '47205', '47206', '49274', '64447', '55145', '62307', '55140', '101292', '60782']","['66691', '61619', '48277', '47986', '47352', '58220', '67276', '87075', '70884', '59679', '54674']","['59679', '101292']"
882,1197141,Afghanistan Vs Zimbabwe 2Nd Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-14,T20,40,Afghanistan,79159,197.0,5.0,6.0,9,Zimbabwe,10423,169.0,7.0,12.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Gazi Sohel,Sharfuddoula,BC Broad,Zimbabwe,bowl,Afghanistan,Afghanistan won by 28 runs,65861.0,"['90143', '79157', '66395', '53809', '65861', '46888', '79163', '57022', '79159', '67750', '90165']","['45253', '10423', '47205', '47206', '55145', '64447', '51554', '62307', '55140', '69959', '60782']","['69959', '90143']"
883,1197142,Bangladesh Vs Afghanistan 3Rd Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-15,T20,40,Afghanistan,79159,164.0,6.0,18.0,25,Bangladesh,48277,139.0,10.0,6.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Gazi Sohel,Masudur Rahman,BC Broad,Afghanistan,bat,Afghanistan,Afghanistan won by 25 runs,46888.0,"['90143', '79157', '66395', '53809', '65861', '46888', '57022', '79163', '79159', '67750', '90165']","['66691', '47986', '48277', '47352', '61619', '58220', '87075', '67276', '70884', '59679', '54674']",[]
884,1200425,Netherlands Vs Scotland 2Nd Match,1200421,"Ireland T20I Tri Series Ireland, Netherlands, Scotland - 2019 (2019)",2019-09-16,T20,30,Scotland,46048,252.0,3.0,14.0,15,Netherlands,48503,194.0,7.0,5.0,The Village,Dublin,Ireland,AJ Neill,DH McLean,GH Pienaar,Netherlands,bowl,Scotland,Scotland won by 58 runs,72409.0,"['72409', '46048', '60198', '48469', '60204', '102531', '49112', '60202', '59616', '60201', '71959']","['60461', '71363', '63105', '48503', '93293', '101548', '63174', '73615', '106392', '56854', '97878']","['106392', '106392', '60204', '60204']"
885,1200426,Ireland Vs Scotland 3Rd Match,1200421,"Ireland T20I Tri Series Ireland, Netherlands, Scotland - 2019 (2019)",2019-09-17,T20,30,Scotland,46048,193.0,7.0,9.0,29,Ireland,47401,194.0,6.0,14.0,The Village,Dublin,Ireland,AJ Neill,R Akram,GH Pienaar,Scotland,bat,Ireland,Ireland won by 4 wickets (with 14 balls remaining),52628.0,"['72409', '46048', '49112', '60198', '48469', '60204', '60303', '60201', '71959', '59616', '76927']","['47397', '97447', '52628', '89741', '47401', '85965', '52646', '66012', '47056', '97128', '60195']","['97128', '89741']"
886,1197143,Bangladesh Vs Zimbabwe 4Th Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-18,T20,25,Bangladesh,48277,175.0,7.0,7.0,9,Zimbabwe,10423,136.0,10.0,5.0,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,Masudur Rahman,Tanvir Ahmed,BC Broad,Zimbabwe,bowl,Bangladesh,Bangladesh won by 39 runs,47352.0,"['70872', '66691', '48277', '47986', '47352', '87075', '67276', '70884', '85661', '54674', '51377']","['45253', '10423', '51554', '47206', '55145', '64447', '49268', '62307', '55140', '69959', '47210']","['85661', '70872']"
887,1200427,Ireland Vs Netherlands 4Th Match,1200421,"Ireland T20I Tri Series Ireland, Netherlands, Scotland - 2019 (2019)",2019-09-18,T20,29,Ireland,47401,181.0,7.0,12.0,15,Netherlands,48503,183.0,4.0,6.0,The Village,Dublin,Ireland,DH McLean,R Akram,GH Pienaar,Ireland,bat,Netherlands,Netherlands won by 6 wickets (with 5 balls remaining),63105.0,"['47397', '97447', '52628', '89741', '47401', '66012', '85965', '60195', '97128', '56811', '57785']","['60461', '71363', '63105', '63174', '48503', '101548', '93297', '93293', '97878', '69468', '73615']",[]
888,1187005,India Vs South Africa 2Nd T20I,1186998,South Africa in India  - 2019 (2019/20),2019-09-18,T20,3,South Africa,58406,149.0,5.0,5.0,6,India,49752,151.0,3.0,7.0,Punjab Cricket Association IS Bindra Stadium,Chandigarh,India,AK Chaudhary,C Shamshuddin,RB Richardson,India,bowl,India,India won by 7 wickets (with 6 balls remaining),49752.0,"['50416', '58406', '58190', '55398', '53891', '54430', '66859', '67364', '67296', '63651', '58408']","['48405', '15887', '49752', '86165', '71331', '70633', '49247', '63224', '75311', '62022', '74633']","['63651', '67364', '58190']"
889,1200428,Netherlands Vs Scotland 5Th Match,1200421,"Ireland T20I Tri Series Ireland, Netherlands, Scotland - 2019 (2019)",2019-09-19,T20,15,Netherlands,48503,123.0,10.0,9.0,30,Scotland,46048,126.0,4.0,24.0,The Village,Dublin,Ireland,AJ Neill,DH McLean,GH Pienaar,Netherlands,bat,Scotland,Scotland won by 6 wickets (with 40 balls remaining),,"['60461', '71363', '102987', '63105', '48503', '93293', '101548', '106392', '97878', '56854', '69468']","['72409', '46048', '49112', '48469', '60204', '60198', '60303', '66048', '59616', '102531', '76927']","['66048', '102987', '102987']"
890,1197144,Afghanistan Vs Zimbabwe 5Th Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-20,T20,40,Afghanistan,79159,155.0,8.0,7.0,9,Zimbabwe,10423,156.0,3.0,5.0,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,Sharfuddoula,Tanvir Ahmed,BC Broad,Afghanistan,bat,Zimbabwe,Zimbabwe won by 7 wickets (with 3 balls remaining),47210.0,"['90143', '79157', '57628', '65861', '46888', '57022', '66392', '79159', '53809', '65399', '90165']","['45253', '10423', '51554', '47206', '55145', '64447', '49268', '62307', '55140', '69959', '47210']",['66392']
891,1200429,Ireland Vs Scotland 6Th Match,1200421,"Ireland T20I Tri Series Ireland, Netherlands, Scotland - 2019 (2019)",2019-09-20,T20,29,Ireland,47401,186.0,9.0,12.0,30,Scotland,48469,185.0,6.0,18.0,The Village,Dublin,Ireland,AJ Neill,R Akram,GH Pienaar,Scotland,bowl,Ireland,Ireland won by 1 run,,"['47397', '97447', '52628', '47401', '66012', '85965', '52646', '91741', '56811', '97128', '57785']","['72409', '60303', '60198', '48469', '49112', '60204', '60202', '66048', '102531', '76927', '60201']",[]
892,1197145,Bangladesh Vs Afghanistan 6Th Match,1197136,"Bangladesh T20 Series Afghanistan, Bangladesh, Zimbabwe - 2019 (2019)",2019-09-21,T20,40,Afghanistan,79159,138.0,7.0,6.0,25,Bangladesh,48277,139.0,6.0,6.0,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,Gazi Sohel,Masudur Rahman,BC Broad,Bangladesh,bowl,Bangladesh,Bangladesh won by 4 wickets (with 6 balls remaining),48277.0,"['90143', '79157', '53809', '65861', '46888', '57022', '57628', '79163', '79159', '79151', '90165']","['66691', '70872', '48277', '47986', '47352', '58220', '87075', '67276', '70884', '51377', '54674']",['79151']
893,1187006,India Vs South Africa 3Rd T20I,1186998,South Africa in India  - 2019 (2019/20),2019-09-22,T20,6,India,49752,134.0,9.0,15.0,3,South Africa,58406,140.0,1.0,6.0,M Chinnaswamy Stadium,Bengaluru,India,CK Nandan,Nitin Menon,RB Richardson,India,bat,South Africa,South Africa won by 9 wickets (with 19 balls remaining),58511.0,"['15887', '48405', '49752', '86165', '71331', '70633', '63224', '49247', '75311', '62022', '74633']","['50416', '58406', '58190', '55398', '53891', '54430', '66859', '67364', '67296', '58511', '58408']",[]
894,1201680,Nepal Vs Zimbabwe 1St Match,1201676,"Singapore Twenty20 Tri Nepal, Singapore, Zimbabwe - 2019 (2019/20)",2019-09-27,T20,32,Nepal,47455,132.0,6.0,7.0,9,Zimbabwe,47206,133.0,5.0,21.0,Indian Association Ground,Singapore,Singapore,Akbar Ali,A Natarajan,V Narayan Kutty,Nepal,bat,Zimbabwe,Zimbabwe won by 5 wickets (with 11 balls remaining),49268.0,"['89167', '47455', '74677', '79281', '102117', '103764', '61652', '74675', '89165', '79527', '94919']","['60827', '51554', '55145', '47206', '49274', '64447', '49268', '60782', '67884', '62307', '101292']","['60827', '89167', '89167', '102117', '102117']"
895,1201681,Singapore Vs Nepal 2Nd Match,1201676,"Singapore Twenty20 Tri Nepal, Singapore, Zimbabwe - 2019 (2019/20)",2019-09-28,T20,23,Singapore,83439,151.0,3.0,6.0,32,Nepal,47455,154.0,1.0,4.0,Indian Association Ground,Singapore,Singapore,Akbar Ali,Hardeep Jadeja,V Narayan Kutty,Singapore,bat,Nepal,Nepal won by 9 wickets (with 24 balls remaining),47455.0,"['77697', '97391', '83439', '103384', '89983', '105986', '62223', '77701', '76733', '94203', '94213']","['89167', '47455', '74677', '61652', '79527', '89165', '74675', '94919', '71018', '102117', '79281']","['94203', '94203', '62223', '62223', '94213', '94213', '71018', '71018']"
896,1202007,Malaysia Vs Vanuatu 1St T20I,1202006,Vanuatu tour of Malaysia  - 2019 (2019/20),2019-09-29,T20,216,Vanuatu,50980,151.0,5.0,7.0,16,Malaysia,71052,134.0,9.0,16.0,Kinrara Academy Oval,Kuala Lumpur,Malaysia,D Sevakumaran,Izmir Azraf,Tan Kim Hing,Vanuatu,bat,Vanuatu,Vanuatu won by 17 runs,65896.0,"['65896', '50980', '57074', '60501', '71559', '65897', '92359', '96712', '52596', '60496', '96710']","['81607', '53817', '71052', '71041', '102695', '84057', '66971', '93575', '67795', '81769', '71042']","['81769', '81769', '102695', '102695', '67795', '67795', '84057', '84057']"
897,1201682,Singapore Vs Zimbabwe 3Rd Match,1201676,"Singapore Twenty20 Tri Nepal, Singapore, Zimbabwe - 2019 (2019/20)",2019-09-29,T20,23,Singapore,67431,181.0,9.0,8.0,9,Zimbabwe,47206,177.0,7.0,13.0,Indian Association Ground,Singapore,Singapore,Akbar Ali,B Manikandan,V Narayan Kutty,Singapore,bat,Singapore,Singapore won by 4 runs,47206.0,"['77697', '97391', '83439', '77449', '103384', '89983', '94213', '76733', '67431', '105986', '94201']","['51554', '60827', '47206', '55145', '64447', '49268', '62307', '49274', '101292', '79665', '67884']","['94201', '94201', '77449', '77449', '79665']"
898,1202008,Malaysia Vs Vanuatu 2Nd T20I,1202006,Vanuatu tour of Malaysia  - 2019 (2019/20),,T20,216,Vanuatu,50980,188.0,6.0,4.0,16,Malaysia,71052,137.0,7.0,11.0,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Rudy Ismandy,V Kalidas,Tan Kim Hing,Vanuatu,bat,Vanuatu,Vanuatu won by 51 runs,57074.0,"['65896', '50980', '57074', '60501', '71559', '65897', '92359', '96710', '60496', '96712', '52596']","['71052', '53817', '74681', '102695', '71041', '84057', '66971', '93575', '59750', '81769', '71042']","['74681', '74681', '59750', '59750']"
